recommendationid,voted_up,playtime_h,content,overall_sentiment,emotion,key_phrase,confidence,needs_verification,aspect_graphics_sentiment,aspect_gameplay_sentiment,aspect_story_sentiment,aspect_performance_sentiment,aspect_value_sentiment,aspect_graphics_evidence,aspect_gameplay_evidence,aspect_story_evidence,aspect_performance_evidence,aspect_value_evidence,keywords
223328281,1,26.4,"프롬의 그늘 아래, 절반의 성공  소울류의 문법은 충실히 따랐는데 자기 언어가 부족했다. 스토리는 주절주절 숨겨두는 대신 앞에서 잘 풀어줘서 그 부분은 오히려 차별점이라 느꼈고 보스전도 기대 이상으로 잘 만들어서 소울류의 핵심은 챙겼구나 싶었고. 게임이 모든 면에서 유저에게 친절하다는 느낌이 다가온다.  근데 큐브나 무기조합같은 자기들만의 시스템으로 차별점을 두려 한 흔적이 역력한데 하필 그게 제일 별로더라. 억지로 끼워넣은 느낌이랄까. 필드 난이도도 전반적으로 너무 낮아서 긴장감이 풀려버리는 구간들이 있었고 완성도가 아쉬운 부분들도 군데군데 보였다.  분명히 괜찮아 보이는 게임인데 막상 다 하고나면 프롬 게임들보다 성취감은 적고 차별점도 애매하게 남는다. 흉내는 잘 냈는데 넘어서진 못한, 근데 그 만듦새는 충분히 괜찮았던 작품.",MIXED,SATISFACTION,"프롬 흉내, 차별성은 부족하지만 괜찮은 작품",0.80,false,NONE,MIXED,POSITIVE,NONE,NEUTRAL,,"소울류 문법 충실, 큐브/무기조합 별로",스토리는 앞에서 잘 풀어줌,,프롬 게임보다 성취감은 적음,소울류@content|보스전@content|난이도@content
223323683,1,168.6,150시간쯤 하고 도전과제 다 따니까 슬슬 지겨워 지네요,NEUTRAL,BOREDOM,150시간 플레이 후 지겨워짐,0.70,true,NONE,NEUTRAL,NONE,NONE,NEUTRAL,,150시간쯤 하니 지겨워짐,,,,플레이시간@value
223294833,1,71.5,소울라이크라고 불리는 3d액션 게임중에는 가장 잘 만든게임  액션부분에서 조금 더 발전하면 좋을거 같다 라운드 8스튜디오의 다음작이 기대된다,POSITIVE,SATISFACTION,소울라이크 중 가장 잘 만든 게임,0.85,false,NONE,POSITIVE,NONE,NONE,NEUTRAL,,소울라이크 중 가장 잘 만든 게임,,,,소울라이크@content|액션@content|발전@other
223284916,1,77.8,Wonderful,POSITIVE,JOY,Wonderful,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,Wonderful,,,,
223129692,1,94.1,본편도 재밌었는데  DLC가 분량이 풍성하고 여운이 디게 많이 남았음  하지만 어딘지 모르게 씹히는 뼈가 마치 스꼴라같달까...    이게 맛있단 말이죠,POSITIVE,SATISFACTION,DLC 풍성하고 여운이 남음,0.80,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,본편도 재밌고 DLC 풍성함,DLC 여운이 많이 남음,,,DLC@content|재미@content
223079972,1,28.4,보스전이 정말 즐거우나 필드가 뭣같다 빌어먹을 폭격하는놈 때문에 아직도 손 못대고 있다,MIXED,ANGER,보스전은 즐거우나 필드가 불만,0.85,false,NONE,POSITIVE,NONE,NEGATIVE,NONE,,보스전이 정말 즐겁다,,필드가 뭣같다,,보스전@content|필드@content
223074521,1,68.4,내 인생 최고의 게임,POSITIVE,JOY,인생 최고의 게임,0.95,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,내 인생 최고의 게임,,,내 인생 최고의 게임,최고@value
223003705,1,46.7,"아들아, 너는 세계제일의 구라쟁이가 되는거란다.",NEUTRAL,NEUTRAL,세계제일의 구라쟁이,0.70,true,NONE,NEUTRAL,NEUTRAL,NONE,NONE,,,,,,구라@other
222964648,1,90.0,"본편 전 보스 다 깨고 엔딩까지 본 소감 - 총 플레이 타임 25시간 -  처음 들어가자마자 든 생각은 ""분위기 엄청 어둡네.."" 와 ""최적화 진짜 좋다"" 였음 진짜 게임 최적화 말도 안되게 좋은데 지금 쓰는 컴퓨터 성능이 최소 사양보다 살짝 더 좋은 정도여서 처음 게임 깔 때는 프레임 드랍 없이 즐길 수 있을까 하는 불안감이 들었지만  그럼에도 불구하고 저옵이 아닌 중옵으로 즐길 수 있었을 정도로 진짜 최적화는 정말 좋았음  보스는 점점 난이도가 높아지는 식인데 필자도 3챕터까지의 메인 보스들은 1~5트 정도에 꺴었음 근데 4챕터 메인 보스부터 ""체력이 이게 맞나..?"" 싶을 정도로 체력이 많다는 생각이 들며 쎄해지더니 6번째 보스부터 갑자기 기하급수적으로 난이도가 확 올라감  근데 이게 어이가 없는게 이게 처음 딱 보스 방에 입장하고 4~5번 리트 할 때는  ""이걸 내가 깰 수 있나..? 앞으로도 이런 식으로 보스 나오면 힘들 것 같은데.."" 싶었다가도 계속 진행 하다 보면 이런",POSITIVE,SATISFACTION,"최적화, 게임성, 분위기 모두 만족",0.90,false,NONE,POSITIVE,POSITIVE,POSITIVE,POSITIVE,,"게임성, 맵 디자인, 브금, 분위기 좋음",스토리 구성이 더 잘 짜여져 있다,최적화 진짜 좋다,뭐 하나 빠질 거 없이 되게 좋다,최적화@technical|게임성@content|분위기@content
222955247,1,51.2,소울라이크 입문으로서 최고의 작품이라 생각합니다. 난이도 올려가며 3회차로 모든 도전과제 마무리하네요,POSITIVE,SATISFACTION,소울라이크 입문 최고의 작품,0.92,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,소울라이크 입문으로서 최고의 작품,,,최고의 작품이라 생각합니다,소울라이크@content|입문@other|최고@value
222668808,1,84.0,나이게임너무못해..,NEGATIVE,DISAPPOINTMENT,게임 실력 부족에 대한 불만,0.80,false,NONE,NEGATIVE,NONE,NONE,NONE,,나이게임 너무 못해,,,,실력@other
222660031,1,46.2,레아가 이쁘고 다대일 보스전이 맛있음.,POSITIVE,JOY,레아의 외모와 보스전 만족,0.90,false,POSITIVE,POSITIVE,NONE,NONE,NONE,레아가 이쁘고,다대일 보스전이 맛있음,,,,레아@content|보스전@content
222657058,1,72.0,소울라이크 2위는 피의 거짓    소울라이크 1위는 스콜라 오브 더 퍼스트 신,POSITIVE,SATISFACTION,소울라이크 장르 1위 평가,0.85,false,NONE,POSITIVE,NONE,NONE,NONE,,소울라이크 1위,,,,소울라이크@content|1위@value
222643575,1,104.2,무슨 말이 필요 합니까?,POSITIVE,NEUTRAL,"극찬, 긍정적 경험 암시",0.70,true,NONE,POSITIVE,NONE,NONE,NONE,,무슨 말이 필요 합니까?,,,,극찬@other
222607369,1,79.8,블러드본 파쿠리라니 진짜 오명이다.,NEGATIVE,ANGER,블러드본 표절 논란에 분노,0.90,false,NONE,NEGATIVE,NONE,NONE,NONE,,블러드본 파쿠리라니,,,,블러드본@content|파쿠리@content
222578354,1,44.9,"이 게임은 저에게 정말 감명깊은 게임입니다. 다크소울에 견줄만한 소울라이크 게임이라고 생각합니다,",POSITIVE,SATISFACTION,다크소울에 견줄 소울라이크 게임,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,다크소울에 견줄만한 소울라이크,,,,소울라이크@content
222570503,1,32.3,"근본적인 질문을 하나 던져 보자. 소울라이크, 소울류, 소울 게임이라는 장르, 명칭을 최근 많이 사용한다. 꽤 무분별하게 사용하고 있다고 생각 될 정도로 소울이라는 단어가 남용되고 있다는 느낌 마저 든다. 그렇다면 이 글을 읽는 당신이 생각하는 soul-like 라는 장르는 어떤 장르인가?  악의적 함정이 가득해야 할까? 보스가 어렵거나 적들이 어려워야 하나? 죽으면 가지고 있는 재화를 떨어트리는 오브젝트를 남겨야 하나? 구르기를 통한 회피로 적의 공격을 피할 수 있어야 할까? 모든 행동에 스태미나가 필요하며, 스태미나 관리를 해야 하나? 유기적인 레벨 디자인으로 지역이 서로 매끄럽게 이어져야 하나?  사람들이 소울 라이크 게임에서 매력을 느낄 때, 어느 부분에서 매력을 느낄지 당연히 개인차가 존재할 것이다. 개인적으로 P의 거짓, DLC를 제외한 본편을 플레이 한 입장에서 그냥 적당히 무난하게 나쁘진 않았다 정도의 느낌이다. 물론, 콘솔 게임의 씨가 마른 국산 게임에서 꽤 의미 있",MIXED,NEUTRAL,"무난하지만, 탐험 재미는 아쉬움",0.80,false,NONE,NEGATIVE,NONE,NONE,NEUTRAL,,"필드의 깊이, 탐험의 재미 크게 떨어짐",,,적당히 무난하게 나쁘진 않았다,소울라이크@content|레벨 디자인@technical|패턴@technical
222550916,1,25.9,군대 가기 8일전 클리어 했습니다. 재밌음,POSITIVE,JOY,재밌음,0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,재밌음,,,,재미@content
222510588,1,55.7,소울류 수작. 핵불맛이지만 즐겁다.,POSITIVE,JOY,"소울류 수작, 핵불맛이지만 즐거움",0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,소울류 수작. 핵불맛이지만 즐겁다.,,,,소울류@content|수작@value
222418936,1,44.0,그냥 인생겜임 이건,POSITIVE,JOY,인생겜,0.98,false,NONE,POSITIVE,NONE,NONE,POSITIVE,,인생겜,,,인생겜,인생겜@value
222954054,1,23.7,"[h1]이 게임은 다른 소울류 게임과 어깨를 나란히 할 수 있을까?[/h1] 게임을 올 클리어 하고 난 결과, 결론부터 말하자면 게임 자체는 재미가 있었다. 물론 이것이 내가 다 클리어 하고 나서 느끼는 감정일지도 모른다. 아마 이런 느낌은 영화가 끝나고 크레딧이 올라갈 때의 기분일 수도 있다. P의 거짓에서는 다른 소울류와의 차별 점을 두기 위해 다양한 시도와 노력을 한 점이 확실하게 보였다. 쓰는 무기의 내구도를 실시간으로 수리 한다는 점 같은 것 말이다.  게임을 플레이 하면서 들었던 생각은 세키로와 굉장히 유사했다는 점이다. P의 거짓은 여타 다른 소울 라이크와는 다르게 피하는 것을 중점으로 두는 것이 아닌, 적의 공격을 막고 그로기 상태로 만들어야 하는 플레이를 요구한다. 그런 점에서는 세키로와 거의 다를 것이 없다고 생각했다. 그래도 어느 정도 플레이를 해 본 결과 게임을 만들 때 이 사람들이 얼마나 많은 노력을 했는지 알 수 있었다. 분명히 부족한 점도 어느 정도 잘 보",POSITIVE,SATISFACTION,소울류 어깨를 나란히 할 수 있을까?,0.90,false,NONE,POSITIVE,NEUTRAL,NONE,NEUTRAL,,"차별점 시도, 무기 내구도 수리",,,,소울류@content|세키로@content|노력@other
222880324,1,30.1,안녕하세요 세계를 구한 저 서민귀입니다.  이 게임? GOAT 인정합니다.,POSITIVE,JOY,GOAT 인정합니다.,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,GOAT 인정,,,,GOAT@other
222879764,1,99.6,"아직 1회차 중이지만, 굉장히 잘 만든 소울라이크 게임이라고 생각합니다. 국내에서 이 정도로 퀄리티 좋은 소울은 처음 해보네요! 추천합니다! 입문작으로는 조금 어려울 수 있으니 소울 입문하시는 분들은 심사숙고 하셔서 구매하세요!!",POSITIVE,SATISFACTION,"퀄리티 좋은 소울, 입문은 어려울수도",0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,잘 만든 소울라이크 게임,,,,소울라이크@content|추천@community|입문@content
222797733,1,133.3,K의 대발전 초강력 소울라이크게임  이것을 보아라 코쟁이들아 김치맨들도 할수있다!,POSITIVE,JOY,"K의 대발전, 코쟁이들아 보아라!",0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,초강력 소울라이크게임,,,,소울라이크@content|김치맨@community
222735567,1,61.4,일단 기본적으로 인형 기계물이라 좋음 2회차 넘어가면 보스들 이야기들을 알 수있다는 점이 스토리적으로도 좋았음 가볍게 소울라이크 즐기고 싶으면 매우 추천 이것도 못깨거나 하면 걍 소울라이크 하지 않는 편이 좋다고 생각함,POSITIVE,SATISFACTION,"인형 기계물, 가벼운 소울라이크 추천",0.90,false,POSITIVE,POSITIVE,POSITIVE,NONE,NONE,인형 기계물이라 좋음,가볍게 소울라이크 즐기기 좋음,보스들 이야기들을 알 수 있음,,,인형@content|소울라이크@content|스토리@content
222413018,1,35.0,성공적인 K 소울라이크,POSITIVE,SATISFACTION,성공적인 K 소울라이크 게임,0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,소울라이크 게임플레이,,,,소울라이크@content
222393625,1,53.2,"본편도 재밌었지만 DLC 정말 최고!! 스토리, 음악, 새 무기 전부 대만족이에요 그리고 내 눈물버튼이 된... overture...",POSITIVE,JOY,"DLC 스토리, 음악, 무기 전부 만족",0.98,false,NONE,POSITIVE,POSITIVE,NONE,POSITIVE,,DLC 새 무기 대만족,DLC 스토리 최고,,DLC 전부 대만족,DLC@content|스토리@content|무기@content
222378714,1,34.7,"본가의 맛을 아주 잘 살린 명작 소울라이크 게임.    게임 출시 전에는 블러드본 파쿠리에 한국게임 특유의 파티클 범벅으로 좋게 보이진 않았으나,  막상 해보면 맵 분위기? 정도를 제외하고는 블러드본 느낌이라곤 전혀 안느껴지고 오히려 블러드본,다크소울의 묵직함을 적절하게 잘 표현하여 본인들만의 게임 분위기와 게임성을 잘 나타내었다고 생각함.    단점으로는 엔진 특유의 문제 (전투 중 보스 몸에 끼이는 현상),  모르면 맞아야지 패턴 다수, 함정은 많긴 하나 딱히 불쾌하다고 느껴지진 않음.    이러한 단점을 제외하면 매우 훌륭한 게임,  매력적인 세계관, NPC와 그 퀘스트들, 다양한 무기들, 수많은 소울라이크 게임들 중에서도 본가의 묵직함을 잘 살려낸 게임은 p의 거짓이 베스트라고 생각합니다.",POSITIVE,SATISFACTION,본가 묵직함 잘 살린 명작 소울라이크,0.90,false,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE,NONE,파티클 범벅으로 좋게 안 보임,본가의 묵직함 잘 살림,"매력적인 세계관, NPC 퀘스트",보스 몸에 끼이는 현상,,소울라이크@content|세계관@content|묵직함@content
222373725,1,133.8,한국게임 GOAT,POSITIVE,JOY,한국 게임 GOAT,0.99,false,NONE,NONE,NONE,NONE,POSITIVE,,,,,한국게임 GOAT,GOAT@value
222322210,1,42.8,레전드스바라시갓겜,POSITIVE,JOY,레전드 스바라시 갓겜,0.99,false,NONE,NONE,NONE,NONE,NONE,,,,,,갓겜@value
222319618,1,58.4,소울류 첨인데 꽤 할만한듯,POSITIVE,SATISFACTION,"소울류 입문, 꽤 할만함",0.90,false,NONE,POSITIVE,NONE,NONE,NONE,,꽤 할만한듯,,,,소울류@content
222312955,1,15.4,방금 챕터 4 클리어 했는데 너무 재밌네.....,POSITIVE,JOY,"챕터 4 클리어, 매우 재밌음",0.95,false,NONE,POSITIVE,NONE,NONE,NONE,,너무 재밌네,,,,재미@content
222259673,1,55.0,그래픽도 좋고 타격감도 좋고~,POSITIVE,SATISFACTION,"그래픽, 타격감 모두 만족",0.90,false,POSITIVE,POSITIVE,NONE,NONE,NONE,그래픽도 좋고,타격감도 좋고,,,,그래픽@technical|타격감@content
222245372,1,57.2,"소울류 게임은 거의 전부 접해봤다가 마지막에야 p의 거짓이라는 친구를 만났습니다. 생각보다 완성도 높은 맵과 보스의 구성, 무기 선택의 자유도, 그리고 편의성에 다른 소울류 게임과의 차별성이 돋보였고, dlc에서의 화룡점정의 연출은 잔잔한 소름마저 주었습니다.  사실상 입문하기 가장 좋은 소울 게임인 것과 동시에 그만큼 완성도 높은 게임이라는 점에서 찬사를 보냅니다.  아... 마르키오나 눈나... 썩소.. 하.. 씨.... 잡기만 일부러 수십 번 당했..",POSITIVE,SATISFACTION,"입문 최적, 완성도 높은 소울 게임",0.95,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,완성도 높은 맵/보스 구성,화룡점정의 연출,,,소울류@content|완성도@content|편의성@technical
222211993,1,80.4,세키로 다음으로 다크소울류 두번째 겜인데 기술이나 능력치에 대해 설명이 자세하고 스토리 재밌음. 보스들도 개성있고 다채로움. 헷갈리면 일단 해봐,POSITIVE,SATISFACTION,"스토리, 보스 개성 만족",0.90,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,"스토리 재밌음, 보스 개성",스토리 재밌음,,,스토리@content|보스@content|설명@technical
222181270,1,18.7,13시간만에 엔딩하나봄 정가주고는 못하겠는데 3만원때면 그래도 재밌게 하긴함,POSITIVE,SATISFACTION,3만원이면 재밌게 할만함,0.80,false,NONE,POSITIVE,NONE,NONE,NEGATIVE,,재밌게 하긴함,,,정가주고는 못하겠는데,재미@content|가격@value
222086616,1,62.8,재밌습니다. 닼소3 세키로 블본을 잘 섞었음. 스토리도 직관적이여서 좋았습니다.,POSITIVE,JOY,재미있고 직관적인 스토리,0.90,false,NONE,POSITIVE,POSITIVE,NONE,NONE,,닼소3 세키로 블본을 잘 섞었음,스토리도 직관적이여서 좋았습니다.,,,재미@content|스토리@content
222020929,1,65.8,로사우라 우린 영원히 친구야,POSITIVE,JOY,로사우라 우린 영원히 친구야,0.70,true,NONE,NONE,NONE,NONE,NONE,,,,,,친구@community
